// 翻译注意事项：
// 1、文本格式为UTF-8。
// 2、仅翻译等号右侧、引号内的中文文本即可，引号内的英文无需翻译。
// 3、双斜杠“//”后的中文无需翻译，为备注提示信息。
// 4、中文里的{0}{1}为动态替换文本，很特别的话我会给出范例。
// 5、[feee75]xxxx[-]这类的文本，中括号内的为颜色代码，无需翻译。

// *******************************************
// *******************************************
// ****************客户端本地化资源***********
// *******************************************
// *******************************************


// CombatSetWnd
CombatSetWnd_1 =增益状态
task_title_285 =无尽觉醒

// 指引手册任务-竞技王者
task_title_286 =初步胜利
task_title_287 =上位者·一
task_title_288 =上位者·三
task_title_289 =斗魔进阶
task_title_290 =进阶胜利
task_title_291 =连胜十次
task_title_292 =反击王者
task_title_293 =无敌壁垒
task_title_294 =所向披靡
task_title_295 =功勋兑换
task_title_296 =练习完成

// 探索任务标题
task_title_1000 =首次提升使魔至 5 星
task_title_1001 =首次提升火属性使魔至 6 星
task_title_1002 =首次提升风属性使魔至 6 星
task_title_1003 =首次提升水属性使魔至 6 星
task_title_1004 =首次提升光属性使魔至 6 星
task_title_1005 =首次提升暗属性使魔至 6 星
task_title_1006 =反复将使魔提升至 6 星

// 任务描述参数/desc_args
task_desc_args_1 =每日登录 1 次
task_desc_args_2 =强化装备 3 次
task_desc_args_3 =强化使魔 3 次
task_desc_args_4 =召唤使魔 3 次
task_desc_args_5 =通关【巨石圣域】 1 次
task_desc_args_6 =通关【魔力圣域】 1 次
task_desc_args_7 =通关【火之圣域】 1 次
task_desc_args_8 =通关【风之圣域】 1 次
task_desc_args_9 =通关【水之圣域】 1 次
task_desc_args_10 =通关【光之圣域】 1 次
task_desc_args_11 =通关【暗之圣域】 1 次
task_desc_args_12 =消耗 20 点体力
task_desc_args_13 =进行 3 次竞技场战斗
task_desc_args_14 =完成所有每日任务

// 主线任务描述
task_desc_args_15 =通关所有[3edafb]兰达平原[-]的[78ff00]普通难度[-]关卡。
task_desc_args_16 =通关所有[3edafb]塔巴伦森林[-]的[78ff00]普通难度[-]关卡。
task_desc_args_17 =通关所有[3edafb]斯姆塔斯沙漠[-]的[78ff00]普通难度[-]关卡。
task_desc_args_18 =通关所有[3edafb]拉纳斯矿山[-]的[78ff00]普通难度[-]关卡。
task_desc_args_19 =通关所有[3edafb]诺耶拉峡谷[-]的[78ff00]普通难度[-]关卡。
task_desc_args_20 =通关所有[3edafb]科罗加山脉[-]的[78ff00]普通难度[-]关卡。
task_desc_args_21 =通关所有[3edafb]伊斯坦群岛[-]的[78ff00]普通难度[-]关卡。
task_desc_args_22 =通关所有[3edafb]温克姆海岸[-]的[78ff00]普通难度[-]关卡。
task_desc_args_23 =通关所有[3edafb]索罗尔废墟[-]的[78ff00]普通难度[-]关卡。
task_desc_args_24 =挑战[3edafb]「竞技场」[-]新的练习者[78ff00]「杰拉德」[-]获得胜利吧！
task_desc_args_25 =挑战[3edafb]「竞技场」[-]新的练习者[78ff00]「艾尔森」[-]获得胜利吧！
task_desc_args_26 =挑战[3edafb]「竞技场」[-]新的练习者[78ff00]「墨加里」[-]获得胜利吧！
task_desc_args_27 =前往「塔巴伦森林」收集并[78ff00]装备[-]上[FE6E6D]({0}/{1})[-]件强攻套装。

task_desc_args_50 =扩充包裹 3 次
task_desc_args_51 =扩充仓库 3 次
task_desc_args_52 =强化装备至 +15
task_desc_args_53 =强化装备成功 10 次
task_desc_args_54 =强化装备失败 10 次
task_desc_args_55 =强化装备 10 次
task_desc_args_56 =玩家等级升至10级
task_desc_args_57 =召唤使魔 5 次
task_desc_args_58 =使魔觉醒 5 次
task_desc_args_59 =使魔强化 5 次
task_desc_args_60 =获得2个活力套装效果
task_desc_args_61 =获得2个套装效果
task_desc_args_62 =在市集中进行 1 次消费
task_desc_args_63 =一次性购买所有市集商品
task_desc_args_64 =通过许愿喷泉获得钻石
task_desc_args_65 =获得 50000 金币
task_desc_args_66 =累计获得600金币
task_desc_args_67 =通过抽奖获得2次装备
task_desc_args_68 =通过召唤获得2个3星使魔
task_desc_args_69 =拥有觉醒使魔 10 个

task_desc_args_100 =通关平原深处·普通
task_desc_args_101 =通关平原深处·困难
task_desc_args_102 =击败困难兰达平原首领 3 次
task_desc_args_103 =通关平原深处·极难
task_desc_args_104 =用包含水属性使魔的队伍击败极难兰达平原首领
task_desc_args_105 =不借助好友使魔，通关平原深处·极难
task_desc_args_106 =通关塔巴伦森林·普通
task_desc_args_107 =通关森林深处·困难
task_desc_args_108 =击败困难塔巴伦森林首领 3 次
task_desc_args_109 =通关森林深处·极难
task_desc_args_110 =用包含火属性使魔的队伍击败极难塔巴伦森林首领
task_desc_args_111 =不借助好友使魔，通关森林深处·极难
task_desc_args_112 =通关沙漠遗迹·普通
task_desc_args_113 =通关沙漠遗迹·困难
task_desc_args_114 =击败困难斯姆塔斯沙漠首领 3 次
task_desc_args_115 =通关沙漠遗迹·极难
task_desc_args_116 =用包含风属性使魔的队伍击败极难斯姆塔斯沙漠首领
task_desc_args_117 =不借助好友使魔，通关沙漠遗迹·极难
task_desc_args_118 =通关矿山石阵·普通
task_desc_args_119 =通关矿山石阵·困难
task_desc_args_120 =击败困难拉纳斯矿山首领 3 次
task_desc_args_121 =通关矿山石阵·极难
task_desc_args_122 =用包含火属性使魔的队伍击败极难拉纳斯矿山首领
task_desc_args_123 =不借助好友使魔，通关矿山石阵·极难
task_desc_args_124 =通关峡谷深渊·普通
task_desc_args_125 =通关峡谷深渊·困难
task_desc_args_126 =击败困难诺耶拉峡谷首领 3 次
task_desc_args_127 =通关峡谷深渊·极难
task_desc_args_128 =用包含风属性使魔的队伍击败极难诺耶拉峡谷首领
task_desc_args_129 =不借助好友使魔，通关峡谷深渊·极难
task_desc_args_130 =通关科罗加顶峰·普通
task_desc_args_131 =通关科罗加顶峰·困难
task_desc_args_132 =击败困难科罗加山脉首领 3 次
task_desc_args_133 =通关科罗加顶峰·极难
task_desc_args_134 =用包含火属性使魔的队伍击败极难科罗加山脉首领
task_desc_args_135 =不借助好友使魔，通关科罗加顶峰·极难
task_desc_args_136 =通关中心遗址·普通
task_desc_args_137 =通关中心遗址·困难
task_desc_args_138 =击败困难伊斯坦群岛首领 3 次
task_desc_args_139 =通关中心遗址·极难
task_desc_args_140 =用包含水属性使魔的队伍击败极难伊斯坦群岛首领
task_desc_args_141 =不借助好友使魔，通关中心遗址·极难
task_desc_args_142 =通关黄昏丛林·普通
task_desc_args_143 =通关黄昏丛林·困难
task_desc_args_144 =击败困难温克姆海岸首领 3 次
task_desc_args_145 =通关黄昏丛林·极难
task_desc_args_146 =用包含火属性使魔的队伍击败极难温克姆海岸首领
task_desc_args_147 =不借助好友使魔，通关黄昏丛林·极难
task_desc_args_148 =通关索罗尔旧城·普通
task_desc_args_149 =通关索罗尔旧城·困难
task_desc_args_150 =击败困难索罗尔废墟首领 3 次
task_desc_args_151 =通关索罗尔旧城·极难
task_desc_args_152 =用包含水属性使魔的队伍击败极难索罗尔废墟首领
task_desc_args_153 =不借助好友使魔，通关索罗尔旧城·极难
// 地下城挑战任务描述
task_desc_args_154 =通关巨石圣域第一层
task_desc_args_155 =通关巨石圣域第二层
task_desc_args_156 =通关巨石圣域第三层
task_desc_args_157 =通关巨石圣域第四层
task_desc_args_158 =通关巨石圣域第五层
task_desc_args_159 =通关巨石圣域第六层
task_desc_args_160 =不借助好友使魔，通关巨石圣域第六层
task_desc_args_161 =通关巨石圣域第七层
task_desc_args_162 =不借助好友使魔，通关巨石圣域第七层
task_desc_args_163 =通关巨石圣域第八层
task_desc_args_164 =不借助好友使魔，通关巨石圣域第八层
task_desc_args_165 =通关巨石圣域第九层
task_desc_args_166 =不借助好友使魔，通关巨石圣域第九层
task_desc_args_167 =通关巨石圣域第十层
task_desc_args_168 =不借助好友使魔，通关巨石圣域第十层
task_desc_args_169 =通关魔眼圣域第一层
task_desc_args_170 =通关魔眼圣域第二层
task_desc_args_171 =通关魔眼圣域第三层
task_desc_args_172 =通关魔眼圣域第四层
task_desc_args_173 =通关魔眼圣域第五层
task_desc_args_174 =通关魔眼圣域第六层
task_desc_args_175 =不借助好友使魔，通关魔眼圣域第六层
task_desc_args_176 =通关魔眼圣域第七层
task_desc_args_177 =不借助好友使魔，通关魔眼圣域第七层
task_desc_args_178 =通关魔眼圣域第八层
task_desc_args_179 =不借助好友使魔，通关魔眼圣域第八层
task_desc_args_180 =通关魔眼圣域第九层
task_desc_args_181 =不借助好友使魔，通关魔眼圣域第九层
task_desc_args_182 =通关魔眼圣域第十层
task_desc_args_183 =不借助好友使魔，通关魔眼圣域第十层
task_desc_args_184 =通关火之圣域第一层
task_desc_args_185 =通关火之圣域第二层
task_desc_args_186 =通关火之圣域第三层
task_desc_args_187 =通关火之圣域第四层
task_desc_args_188 =通关火之圣域第五层
task_desc_args_189 =通关火之圣域第六层
task_desc_args_190 =通关火之圣域第七层
task_desc_args_191 =通关火之圣域第八层
task_desc_args_192 =通关火之圣域第九层
task_desc_args_193 =通关火之圣域第十层
task_desc_args_194 =不借助好友使魔，通关火之圣域第十层
task_desc_args_195 =通关风之圣域第一层
task_desc_args_196 =通关风之圣域第二层
task_desc_args_197 =通关风之圣域第三层
task_desc_args_198 =通关风之圣域第四层
task_desc_args_199 =通关风之圣域第五层
task_desc_args_200 =通关风之圣域第六层
task_desc_args_201 =通关风之圣域第七层
task_desc_args_202 =通关风之圣域第八层
task_desc_args_203 =通关风之圣域第九层
task_desc_args_204 =通关风之圣域第十层
task_desc_args_205 =不借助好友使魔，通关风之圣域第十层
task_desc_args_206 =通关水之圣域第一层
task_desc_args_207 =通关水之圣域第二层
task_desc_args_208 =通关水之圣域第三层
task_desc_args_209 =通关水之圣域第四层
task_desc_args_210 =通关水之圣域第五层
task_desc_args_211 =通关水之圣域第六层
task_desc_args_212 =通关水之圣域第七层
task_desc_args_213 =通关水之圣域第八层
task_desc_args_214 =通关水之圣域第九层
task_desc_args_215 =通关水之圣域第十层
task_desc_args_216 =不借助好友使魔，通关水之圣域第十层
task_desc_args_217 =通关光之圣域第一层
task_desc_args_218 =通关光之圣域第二层
task_desc_args_219 =通关光之圣域第三层
task_desc_args_220 =通关光之圣域第四层
task_desc_args_221 =通关光之圣域第五层
task_desc_args_222 =通关光之圣域第六层
task_desc_args_223 =通关光之圣域第七层
task_desc_args_224 =通关光之圣域第八层
task_desc_args_225 =通关光之圣域第九层
task_desc_args_226 =通关光之圣域第十层
task_desc_args_227 =不借助好友使魔，通关光之圣域第十层
task_desc_args_228 =通关暗之圣域第一层
task_desc_args_229 =通关暗之圣域第二层
task_desc_args_230 =通关暗之圣域第三层
task_desc_args_231 =通关暗之圣域第四层
task_desc_args_232 =通关暗之圣域第五层
task_desc_args_233 =通关暗之圣域第六层
task_desc_args_234 =通关暗之圣域第七层
task_desc_args_235 =通关暗之圣域第八层
task_desc_args_236 =通关暗之圣域第九层
task_desc_args_237 =通关暗之圣域第十层
task_desc_args_238 =不借助好友使魔，通关暗之圣域第十层
task_desc_hx_1 =通关核心圣域第一层
task_desc_hx_2 =通关核心圣域第二层
task_desc_hx_3 =通关核心圣域第三层
task_desc_hx_4 =通关核心圣域第四层
task_desc_hx_5 =通关核心圣域第五层
task_desc_hx_6 =通关核心圣域第六层
task_desc_hx_6_1 =不借助好友使魔，通关核心圣域第六层
task_desc_hx_7 =通关核心圣域第七层
task_desc_hx_7_1 =不借助好友使魔，通关核心圣域第七层
task_desc_hx_8 =通关核心圣域第八层
task_desc_hx_8_1 =不借助好友使魔，通关核心圣域第八层
task_desc_hx_9 =通关核心圣域第九层
task_desc_hx_9_1 =不借助好友使魔，通关核心圣域第九层
task_desc_hx_10 =通关核心圣域第十层
task_desc_hx_1_1 =不借助好友使魔，通关核心圣域第十层
// 冒险旅程
task_desc_args_368 =累计登录 1 天
task_desc_args_369 =累计登录 2 天
task_desc_args_370 =累计登录 3 天
task_desc_args_371 =累计登录 4 天
task_desc_args_372 =累计登录 5 天
task_desc_args_373 =累计登录 6 天
task_desc_args_374 =累计登录 7 天
task_desc_args_375 =累计登录 8 天
task_desc_args_376 =累计登录 9 天
task_desc_args_377 =累计登录 10 天
task_desc_args_378 =连续 7 天完成全部每日任务
task_desc_args_379 =通过许愿池获得使魔
task_desc_args_380 =通过许愿池获得钻石
task_desc_args_381 =许愿 20 次
task_desc_args_382 =玩家等级达到 15 级
task_desc_args_383 =玩家等级达到 25 级
task_desc_args_384 =玩家等级达到 35 级
task_desc_args_385 =玩家等级达到 45 级
task_desc_args_386 =玩家等级达到 50 级
task_desc_args_387 =累积获得 30000 金钱
task_desc_args_388 =累积获得 100000 金钱
task_desc_args_389 =累积获得 500000 金钱
task_desc_args_390 =累积获得 1000000 金钱
task_desc_args_391 =在市集购买 10 次以上商品
task_desc_args_392 =在市集中扩展 5 次物品栏位
task_desc_args_393 =在市集中累积消费 10000 金钱
task_desc_args_394 =在市集中累积消费 50000 金钱
task_desc_args_395 =在市集中累积消费 100000 金钱
task_desc_args_396 =在市集中累积消费 500000 金钱
task_desc_args_397 =成功添加 1 个好友
task_desc_args_398 =成功添加 5 个好友
task_desc_args_399 =成功添加 10 个好友
task_desc_args_400 =成功添加 20 个好友
task_desc_args_401 =成功添加 50 个好友
task_desc_args_402 =向好友赠送 10 点友情点数
task_desc_args_403 =向好友赠送 50 点友情点数
task_desc_args_404 =向好友赠送 100 点友情点数
task_desc_args_405 =向好友赠送 500 点友情点数
task_desc_args_406 =向好友赠送 1000 点友情点数
task_desc_args_407 =通关任意隐藏圣域 1 种
task_desc_args_408 =通关任意隐藏圣域 3 种
task_desc_args_409 =通关任意隐藏圣域 5 种
task_desc_args_410 =通关任意隐藏圣域 8 种
task_desc_args_297 =通关任意隐藏圣域 10 种
task_desc_args_298 =使用复活通关 3 次任意圣域副本
task_desc_args_299 =首次通关普通难度通天塔 50 层
task_desc_args_300 =首次通关普通难度通天塔 60 层
task_desc_args_301 =首次通关普通难度通天塔 70 层
task_desc_args_302 =首次通关普通难度通天塔 80 层
task_desc_args_303 =首次通关普通难度通天塔 90 层
task_desc_args_304 =首次通关普通难度通天塔 100 层
task_desc_args_305 =首次通关困难难度通天塔 50 层
task_desc_args_306 =首次通关困难难度通天塔 60 层
task_desc_args_307 =首次通关困难难度通天塔 70 层
task_desc_args_308 =首次通关困难难度通天塔 80 层
task_desc_args_309 =首次通关困难难度通天塔 90 层
task_desc_args_310 =首次通关困难难度通天塔 100 层
// 使魔养成
task_desc_args_311 =培养 1 只 3 星使魔达到满级
task_desc_args_312 =培养 1 只 4 星使魔达到满级
task_desc_args_313 =培养 1 只 5 星使魔达到满级
task_desc_args_314 =培养 1 只 6 星使魔达到满级
task_desc_args_315 =[260000FF]获得 1 只 5星火属性使魔[-] [FD0806FF]({0}/{1})[-]\n[260000FF]获得 1 只 5星风属性使魔[-] [FD0806FF]({2}/{3})[-]\n[260000FF]获得 1 只 5星水属性使魔[-] [FD0806FF]({4}/{5})[-]
